Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
Q9NX46,0,296782.0313,1323948.375,858507.75,956483.875,0,1096766.375
Q9NZ01,622625.9688,3915284.5,367684.4688,604120.9375,0,1635255,0
P46063,798367.9531,248893.6094,1214932.031,0,0,846339.1641,1449649.563
Q9BTV4,0,420766.875,5008649.5,1230764.875,0,0,0
Q9BTU6,0,687132.6875,403322.2188,1576380.5,0,0,1669366
P62888,0,0,256441.7188,591847.4375,376645.2813,0,1706850.594
P25398,2570953.063,0,323084.7188,454726.875,1120850.875,0,685902.3125
Q53GQ0,329740.5234,515416.0469,423538.0313,0,1387077,1132510.375,1255355.594
P46439,646001.9375,0,0,899192.25,976090.1094,853247.3125,958266.4063
O96019,545155.125,437211.3281,1081553.656,709578.9688,526454.4375,0,0
Q15021,1050150.625,479594.0938,1965068.156,0,0,481673.3125,520927.6563
O60826,392956.0156,950965.1563,629519.3125,817275.8281,0,200055.1406,313952.1563
P80511,2666060.586,655924.2656,889363.5,635764.9375,294427.1719,0,927117.2031
Q14683,2728828.313,2710017.25,0,326798.75,0,994409,198521.9063
P78345,0,230971.0625,1840835.625,234716.7188,807995.0625,0,1412781.5
Q9NUU7,740452.4688,1903775.547,0,468535.1563,830100.8125,1312998.75,0
O95833,1489021.813,0,437621.9063,479875.4688,220297.0938,318270.1563,708980.0625
P62314,0,1478267.75,0,2415087.75,0,1979350.469,583947.75
Q99417,645153.25,1102354.5,0,495633.125,1257551,608402.375,649365.1875
Q00796,1128807.375,728687.1875,443799.4063,0,1314893,896232.5625,558849.6875
Q969G5,566978.25,195772.2188,238169.0156,0,1157591.391,511534.1875,380952.0313
P61225,419969.5625,549297.75,622830,801480.5625,625095.8125,1394019.188,649921.125
P05362,1721521.844,0,0,1493798.625,1674968.125,1437683.5,852643.1875
P28065,350145.4063,258792.0156,444431.25,599273.1875,625877.7344,0,624963.875
P36404,300645.5313,666817.0938,0,0,764871.6875,0,144632.5469
P59768,731615.125,0,0,708712.5,840730.1563,411246.5313,182135.7031
Q99575,1328930,464809.5469,0,688446.5625,741045.5,232137.6406,831298.4375
Q93084,0,0,0,0,686022.6875,3817663.125,642578.8125
Q15008,0,0,1735516,176608.6094,1992337.813,0,0
P30405,0,856429.0625,453674.2188,0,962736.25,2748214,455463.7813
Q93050,883181.8125,0,293001.2188,0,965375.3125,1177195.438,1124004
O75347,1451960.469,557972.875,251028.2344,1151151.406,518399.75,0,0
O00148,0,682625.7422,257921.3281,405241.6406,245437.6719,0,279536.2188
Q99798,405438.8438,305615.125,236978.875,970496.5938,490705.4375,871162.7813,1663935.75
P36873,0,0,1670245.25,617897.6563,1254190.625,428857.0313,499845.3438
P12532,1025333.938,953242.5156,0,1198602.125,489869.375,1076528.766,367803.4688
Q2NL82,1550673.875,986189.4375,0,858350.5313,0,191576.4531,0
Q8TDX7,881927.6875,865663.125,496021.9844,803926.5156,982862.25,0,433552.25
P37108,1893087.813,440725.9063,0,459932.0781,0,821589.6875,0
P16278,422270.375,766281.5,0,333777.5781,593274.9375,1283462,1154152.844
P07686,191865.625,113098.0625,1585542.75,1695038.75,167897.5469,316140.3125,396104.6875
Q14376,0,0,1234120,1589130.438,958870.2188,415351.4063,0
Q9Y2J2,0,0,248513.0469,1161834.242,245632.5313,102709.7422,653723.8516
Q8TDP1,821849.125,0,0,0,485017.7813,384220.9688,502277.1875
Q5K651,0,603553.25,1548682.875,432910.4063,441792.5,727881.75,814614.9219
P46379,1909719.281,0,0,571641.3438,447548,2067440.563,488688.75
P00167,401770.9844,325225.9375,0,1748191.641,140471.4844,1014577.25,0
P61289,378861.3438,305898.9375,0,541609.75,1777306.609,1072482.125,0
P55011,757552.5,1113480.188,0,167740.9844,523413.6563,1013874.406,345777.4063
O76003,1532355.68,403696.1875,162141.9531,282929.5938,503577.9688,302636.2813,129968.9844
Q52LJ0,0,0,373200.9688,1200560.75,580550.8125,1728738.25,266826.2188
P43487,675545.2188,969159.7813,351438.7344,492791.0313,0,1733222.875,154769.5156
Q9Y5B8,0,0,0,0,1520996.75,1738527.125,596874.875
P13760,617415.1563,228093.9063,1823591.563,324365.7813,781232.6094,689722.4375,698405.6406
Q8NHG7,605120.6875,0,0,852826,1594006.938,1379333.063,1397228.688
Q86UK5,890088.8125,0,0,1716983.875,1061293.125,0,0
Q96D71,1358642.484,0,456692.5313,827098.0781,332318,0,0
P55083,409347.5313,398378.0313,683400,845259.7656,0,0,1515499.516
Q9Y6M7,1286947.25,684050.9375,209857.2188,800111.5625,351469.625,0,0
Q6ZNA1,332772.3125,0,1910208.625,730146.4375,694758.875,350611.4063,598565.5
O14737,1153287.75,765753.3125,0,0,798716.125,469375.8125,1206214.375
Q9Y6Z7,369370.5,0,583296.375,0,485017.7813,0,833439.3438
Q9Y6Y8,415720.875,522121.7188,773267.0625,245670.8281,0,738128.1328,440979.125
O43795,0,0,539879.625,243003.6563,660068.8125,0,837137.5
P42025,2299859.563,1058638.938,0,811749.6875,0,0,0
Q5JSH3,527883.9375,340115.5,1788275.781,1061487.953,761045.25,0,775173.9219
Q96EP5,0,0,1474234.406,617152.9375,404444.4375,0,951777.7656
O43865,0,645575.3594,479944.9063,252517.5625,1523296.891,503774.8438,1231711.906
Q12955,857951.3125,0,0,517329.4688,233344.0313,404370.3125,187218.5
Q6P1N9,299843.7188,369467.5,674815.625,666798.0625,999934.8438,0,0
Q86WI1,126834.1094,719024.6094,1420103.563,0,0,1188485.125,400652.3438
Q9BXW6,336872.2813,1128141.75,227962.9375,839032.4063,2242677.625,0,0
P61353,787868.6875,0,903940.25,773675.375,365843.5469,431174.75,846163.6875
P35637,1592360.156,322859.0313,462766.3438,0,0,788560.0625,0
P50148,0,230147.3594,0,0,283839.5625,3835970.469,900754.125
Q9UKK9,337340.9063,155305.9531,0,3250345,2979316.5,0,0
P42357,384851.2188,0,1634761.5,824624.5,1195519.875,521494.9063,0
Q8WV92,0,517961.25,2885519.563,867834.875,0,0,0
Q15435,5678032,0,220913.0156,0,244301.6875,0,0
Q66K14,0,738260.1875,477212.4688,0,860408.125,2962935,696706.25
P09429,0,647322.0313,0,764256.8125,418599.5625,236870.9219,115384.3203
Q9P107,437123.4375,180180.1563,1360361.125,737797.5625,578571.4375,0,848752.25
P14678,367380.9375,1186421.781,717024.4375,383534.1563,822243.25,458508.2813,0
Q7Z5L9,1020500.813,177610.875,0,545718.2031,282110.4375,274822.1875,399020
Q9P2L0,945015.5938,244035.7188,1079265.5,284031.0938,285575.1875,726123.5313,1054726.5
O60256,1220972,1302775.625,1042265.563,0,0,0,150580
Q14C86,437275.1875,0,0,543879.125,791291.75,428215.1563,1240981.375
O95372,804614.0625,0,1696627.219,202000.8594,283885.4375,732194.6875,344770.6875
Q6NXE6,842693.0313,723087.0625,600692.9375,912648.8125,262638.375,906299.4375,933403.75
Q9UHB9,781764.25,779704.125,0,774456.625,481654.8125,840552.3594,379725.375
P31947,298632,1464000.391,1468024.875,0,0,0,454565.9375
O95433,374626,0,1545735,925899,829566.625,619454.3125,0
Q8IWB7,347566.2813,0,1100309.125,1294629.75,289797.9063,0,1357331.703
P42331,617926.5,377942.4688,742665.625,1018128.438,493698.1563,0,1122681.75
Q9Y6K5,1112242.344,282713.4688,0,790691.4844,2027704.5,1025902.188,1086140.875
P04211,0,516936.2031,0,0,402930.6875,1450715.125,0
Q92804,1286930.5,491619.9688,1377604.375,0,421926.3125,461696.0625,934153
O14974,1763953.313,458912.6406,0,471556.6563,0,0,180676.7344
Q9UI12,421161.9375,794105.7813,534171.3125,261839.8828,220322.1719,1048824.313,408707.8359
Q96RS6,2944013,405768.7813,0,0,0,333834.4688,0
P09486,0,0,0,0,673653.8125,3353616.344,271977.1875
O14817,574867.75,638997,857371.125,1400180.375,568253.0625,1090097.875,0
O00267,0,218275.8281,0,2146126.406,0,1561069.25,0
O60921,232036.4688,1492863.625,268794.3438,0,345343,1970687.5,687869.6875
P38159,414196.7188,258109.5156,832760.375,0,191325.9688,443811.3125,0
Q9BRZ2,0,392026.4688,571308.5,0,0,0,670447.8125
P37198,270641.9063,1394261.859,539711.0625,0,0,181383.4844,0
P10301,159863.8125,552737.7344,0,0,866567.7188,2228891.281,0
Q9P016,395453.9063,455057.7188,1226695.375,524705.3125,355583.0313,177322.7656,0
Q7Z4W1,1724741.227,0,401639.75,671178.625,99079.29688,370980.2031,0
Q6DKJ4,1265566.016,0,266308.3438,712329.8125,307900.375,231826.9063,263841.6484
P08572,431575.1563,314759.5,643260.375,1016220.5,0,289869.0938,497184.8125
Q5VZK9,1481282.281,267748.4375,401242.9688,0,0,246981.25,459974
Q12906,532369.0313,0,0,195033.3438,0,341135.4375,1152545.125
P36957,342193.1875,0,2189666.844,878281.4219,473744.5313,0,448558.5625
P24666,649228.1875,947843.75,0,0,1870439.875,0,0
P83731,466972.9375,316704.0313,360512.625,590815.5625,177083.1719,0,181637.875
P28072,0,578690.4219,1597917.625,0,358394.9297,184285.5938,0
P49914,0,65118.75781,0,0,1321789,1624869.375,0
P31153,0,0,0,0,665875,2850554.594,577688.3125
O95954,1153287.75,765753.3125,0,0,798716.125,469375.8125,1206214.375
P48556,1301442.375,241668.2188,832965.6563,1575639.531,125858.4063,0,0
P00367,217454.5781,393408.9375,364485.9844,0,192059,138963.6719,697308.125
Q9HCL2,945172.4375,481296.5,119763.8906,636337.3125,272324.7188,184428.5469,191115.0469
P40925,0,0,927686.3438,0,0,927506.5781,247075.5313
P00568,1041615.531,370558.0156,0,397027.4375,796049.2969,1617683,0
Q68CZ2,0,1529307.109,1044858.219,0,0,1707874,378600.4063
P14550,0,0,1100918.25,360957.4688,193012.2188,824750.9531,929078.0938
O95084,620144.375,377828,0,1013311.797,354534.2188,900731.375,0
Q4KMQ2,432701.2813,509665.4375,0,1326934.563,0,2785349.688,233463.6406
Q8NFW8,765152.25,0,395498.9375,578730.5625,349354.5625,0,729316.75
Q96FV2,1188234.625,326811.875,0,1578981.156,1738173.438,602433.75,519362.6406
P30838,442515.375,203927.5,0,1735029.25,993291.0625,1355945,0
Q9NUQ9,983764.9375,415064.2813,0,405204.8125,374136.125,0,0
Q96T76,1123763.125,302739.3125,348622.375,430268.6563,647409.9375,0,770729.0625
O60888,851595.4375,1140468.25,0,0,913394.625,0,0
P42229,732997.9375,0,1659078.625,659081.0313,261270.375,0,404640.9063
P40426,952776.1875,368409.6875,0,366987.4063,393544.5625,1222462.75,414493.75
Q8IV08,555979.5938,212596.9844,1069387,721630.1875,0,0,1462999.625
P40123,0,917311.2188,0,879124.0859,985167,0,0
P04216,617281.125,670863.3828,302406.7188,0,254202.3594,506923.8438,205061.7031
Q9H7B2,1164473.25,603301.8125,0,457686.0313,376535.3125,533350.6875,376374
P05166,0,303533.7813,0,366244.375,1497130.969,152715.2344,505436.8438
Q96MX6,368848.0625,88092.42969,1645506.5,749833.4063,148588.3594,0,561816.0156
P22626,1457558.297,0,0,199226.8125,390035.8125,437680.7188,673633.5625
A5YKK6,173840.0156,357585.0625,377037.8125,0,0,0,0
P40939,0,202585.25,912050.0625,248506.375,424308,0,0
Q63HN8,398200.0625,0,1484827.75,802177.2969,593454.0625,843736.7031,0
Q9NRX4,497158.1875,1340188.938,1294217.328,367990,843775.1719,0,0
O43813,594521.875,331871.4375,1088636.75,831395.4688,0,333658.75,788605.1875
Q15645,552199.1875,812571.8438,0,0,994128.9375,1045053.078,334581.2188
Q9NZP8,579593.9375,0,1638051.563,797058.5938,0,0,717416.5313
Q4LDE5,1542638.781,349412.4688,0,0,0,0,424126.3281
O00461,213966,0,634815.75,0,1364064,0,1257054.125
Q15813,0,1008811.375,328695.7813,0,1096458.906,1830050.375,663155.125
P62140,1288770.563,1927513.906,0,193068.8906,213721.375,1084734.5,0
Q9HAB8,1343873.938,0,323475.2188,0,896235.625,134854.7188,167806.3125
P17812,905821.875,0,325998.75,572471.625,619133,2943419.5,354226.0938
O95396,662335.6875,239623.8594,0,1195300.75,938942.9375,0,0
P09172,0,466880.9063,0,530835.25,298900.9063,271545.2813,2028378.875
O95819,1262292.578,0,0,0,641516.1875,863825,1185505.75
P21964,176322.1875,288044.2188,3754512.063,372935.3438,0,434081.1563,577878.75
O94919,0,0,526369.75,216605.1563,980885.625,2581005.594,487013
Q86W92,187410.0156,0,255291.0938,0,757163.6641,1557189.063,341877.6563
P09496,147636.7344,1287357.125,0,529705.375,0,3346255.375,0
Q6L8Q7,0,1329379.875,1379015.25,0,2138696.922,323340.1563,0
P15309,0,622434.8125,306162.4063,267181.4063,0,0,345855.8125
Q01581,369962.75,119489.9219,1662805.375,859317,0,0,754789.1875
Q9Y2S2,0,146559.3438,1950548.719,96728.05469,0,0,0
P56199,641473,697633.625,884848.625,537260.9375,0,0,494777.9063
Q08722,254464.5781,246117.5938,4647053.5,0,0,265084.0625,0
Q9Y446,253863.2969,1464601.5,0,0,0,142793.2344,293225.3438
O95716,409609.8125,0,423677.5,679710.4688,503353.4375,1683860.719,417117.3125
O15400,617112.0938,279606.4063,1336563.203,614152.5625,228388.1406,943415.5625,0
P09913,758797.5313,667238.9063,769332.125,267992.4688,1137367.094,284365.5625,0
O94905,0,567179.3281,1199864,282673.1563,243906.4688,494496.8125,288615.4063
Q9HCM4,712707.875,634768.875,454456.75,0,1017424.25,1083839.875,321116.9375
P02452,300346.625,995337.5938,0,202461.5938,0,573388.25,0
Q14185,462401.8438,1007307.203,0,482677.125,0,117061.9531,295575.6563
Q9NV70,190895.2188,918145.4531,769860.625,156485.8906,387399.625,175592.8281,420760.8438
Q13185,271451.125,926452.6563,0,1143534.156,0,0,543087.625
Q6UXN9,260246.0469,0,722149.4219,0,320569.4063,0,184660.75
O60235,490629.875,0,1838216.75,0,0,0,782768
O00203,0,785845.0625,1298445.906,357546.9531,534713.4844,450180.25,321246.5313
P26599,509286.9063,871560.7969,473264.6563,894317.9375,999797.25,344785.9375,0
Q99584,353177.375,1497979.656,0,406948.5625,1009016.344,819721.0625,221872.5
Q15717,859781.375,975194.5,192913.1563,405191.8438,617994.6875,0,0
Q9ULC3,322793.8125,643159.3594,0,455555.2188,850409.4375,0,0
Q07617,377391.8438,1292074.781,0,0,239631.8906,0,303501.7188
Q9BQG0,0,0,989657.3125,0,483802.7813,454816.4688,1731168.828
P63151,274482.875,260116.75,1677833.656,179730.0469,270506.2813,176303.0313,207013.5
Q9P225,764399.75,377812.0938,1930554.875,0,0,653988.5,0
Q12913,124835.9453,1110110.063,0,213267.625,171896.7656,2075759.844,0
Q06203,511848.0938,0,252380.8438,354630.375,188720.4375,258884.2969,151348.4375
Q9NY27,534620.5,0,461064.9375,0,693585.8125,3250946,0
P01891,3041723,288722.3125,0,250768.5156,0,0,0
P10620,158494.5625,228351.2813,2760040.75,203145.9688,220855.1016,0,106331.9688
Q9NW08,0,398974.8125,0,0,421462.8125,892583.375,323241.0625
P04843,1873632.844,472787.6875,0,176626.7031,275613.7188,634610.4688,0
Q6NUM9,108505.3516,473907.9375,0,537633.375,1186834.328,0,358107.0938
A6NHR9,0,0,1204393.5,0,909150.5938,492616.25,340151.1563
Q9Y266,0,2058861.375,0,0,0,614199.125,237708.7031
P46778,776727.5625,0,0,146636.7813,648335.8125,0,704024.25
P31150,838629.9688,111908.3281,1690266.438,0,630231.875,1111563.156,0
P47929,263911.125,578927.8125,753637.0469,1047884.25,87703.16406,0,437378.6563
O95340,2094761.75,0,431766.7813,0,0,0,346924
Q9BYC5,3188079.25,622827.4375,385503.6563,0,0,312890.7188,0
O43172,0,696974.125,206636.7031,161549.1563,0,2007840.5,409630.75
Q8NBZ7,710933.2188,290225.9688,470698.0938,0,308528.5313,441229.375,519122.6563
Q96CX2,333556.5938,412982.125,156316.2188,880471.25,382975.9375,1435318.5,949690.0313
Q68EM7,0,345324.75,0,547871.1875,0,554322.6875,1272249
Q92945,0,286021.1875,1591420.25,1424935.031,466487.25,0,219360.1484
P52209,428384.875,756596.6563,0,0,710814.9375,1048559.281,183172.9219
O60502,0,0,1332461.125,170024.7969,703474.5781,0,396635.4688
P52895,354281.2813,0,687659.9375,190763.7031,0,668913.5625,391447.4688
Q92879,1282047.719,215064.6406,0,754706.5,0,0,0
Q9UG01,447442.125,392893.9063,700854.5625,0,0,899047.3125,0
Q8TCD5,0,1531172.922,0,716045.3438,0,659030.4375,615682.125
Q9BQA1,767060.9063,0,1140992.875,401126.4375,469743.4844,0,252722.5625
Q9P2T1,364208.75,720046.875,259915.5625,553053.8125,0,0,282446.1563
Q9UEY8,0,366748.625,0,1373309.063,136268.8281,937531.5,236182.9063
P08582,0,293451.75,0,0,1331898.406,0,1031076.375
Q9HDC9,0,400723.5,178996.625,0,0,1441154.25,442743.75
Q96EM0,0,1563041.125,0,2001945.5,0,547647.4375,0
P42892,0,609617.5,465873.75,690268.6875,0,260054.2031,313918.7813
Q9ULP9,437852.75,307549.375,0,0,553831.875,314129.375,1219952.031
Q8NEU8,174912.7031,1190517.578,0,235069.0625,235862.5781,465928.75,408270.6563
P30085,459942.5938,0,386828.1563,988158.3906,829149.2813,696438.0781,408990.0938
Q5GLZ8,0,383355.6875,0,0,3448323.563,1075324.375,0
P04839,157691.8594,0,1146037.578,418134.0156,244015.875,132054,0
Q8IXQ6,245399.9219,1764140.625,615427.875,352590.2031,247898.6563,145192.2188,0
O43399,0,462145.5,935295.3125,567787,0,647551,0
Q14738,0,0,422646.875,1681870.5,0,908375.375,0
P09972,577549.25,0,544471.6875,993239.8125,0,827874.3125,209102.8438
P55084,0,576132.125,748982.0625,176799.4688,0,212524.7188,565189.6875
O00401,0,0,0,0,1289571.125,1185019.75,268902
Q9BYG5,261610.5938,0,834781.5938,496347.9063,315378.2813,0,283721.8438
Q14112,382285.7813,585646.875,0,136895.3594,0,1385748.813,147928.5781
Q9H2P0,505899.2656,427249.75,502691.5313,497664.125,530945.3125,366961.2188,400129.1563
Q9NWT1,531141.1875,0,1491905.125,638074.375,0,0,413763.9688
O94985,1060882.375,413892.5313,258906.125,0,372574.5313,0,509107.1875
O60825,410172.6563,365277.5313,251555.4219,648179.875,720393.2344,564578.4219,691142.2813
P43243,289211.4688,808289.1875,409161.0938,736137.5,385366.8438,0,455806.5313
Q8WVM8,228717.3281,0,1277410.625,0,0,0,250244.4375
P42285,0,636540.125,797285.8125,351849.6875,642951.25,311204.7188,372081.2188
Q2M389,313628.1875,525627.7344,621018.375,569502.5,0,177548.2969,456813.4531
Q92520,0,0,1577371.875,366976.3438,372812.7813,252195.375,566032.8125
Q6DD88,118271.2734,0,1459157.125,598527,552335.1875,163485.3906,173067.5469
Q99747,0,2626552.5,147733.0156,0,409443.5938,683012.625,395515.9063
Q9UNT1,0,0,1757709.406,944811.9375,423180.875,376101.9375,0
P48047,232721.1406,932387.4531,0,0,251217.6406,1181843.406,193694.2969
P00742,208817.9688,0,886620.5469,636249.2344,376818.1875,127869.6484,745963.3438
Q93052,1064276,664320.5,678830.5625,0,0,0,436155.8438
O00487,0,276608.875,611629.8906,177964.4219,239888.9844,808390.25,735255
Q9HBL8,280250.5938,1313753.781,0,306517.5938,685020.125,0,0
O95292,0,632878.4375,0,0,821363.5625,386049.0625,1136163.375
P05452,0,0,2044201.688,186058.8906,0,0,865784.625
P46100,165882.3281,334964.2813,0,0,0,165842.1719,0
P42765,1245171.719,0,388906.8125,0,423567.8125,923089.5,0
P41222,608208.25,393474.3125,597576.3125,414816.9063,0,0,0
A0M8Q6,1173414.219,151172.8125,0,731048.4375,442019.5625,0,526100.7969
Q9Y6Q2,923507.0625,0,309902.8438,163849.1875,0,399819.0625,541019.5
Q15847,260525.8438,0,798765.6875,1076287.125,417422.0313,0,258263.625
O43708,459555.9063,0,1600645.5,497046.4688,0,0,1075515.375
Q8WTV0,429351.75,451475.8125,997501.4375,419255.0625,293046.1563,0,462391.6563
O15117,0,517359.5313,0,0,514636.75,772512.625,387365.0938
P46060,1070253.109,395195.8438,0,0,1068887.156,0,484741.75
P12821,1145260.75,317679.875,0,0,0,520587.9063,0
Q13155,755468.0625,974565.5781,830548.5625,283708.7188,537710.6563,352126.1563,168216.7813
A4D1S0,285473.9063,0,1379352.125,0,0,483561.4375,0
Q9H1X1,0,647354.0625,1520396.188,0,372060.6875,0,492519.125
Q15147,753405.5313,117944.0938,803211.625,351367.125,736242.375,798195.125,219327.375
P01889,834924.75,407512.3438,293644.25,198638.8594,304040.8125,655659.5,250577.4375
Q9NZT1,0,225007.1563,1727043.625,0,182481.1719,0,754972.25
Q9BQ52,0,381799.0938,0,0,417980.8125,982255.5625,140397.3906
Q14694,0,121799.5859,2876617.75,0,456871.8125,391607.625,0
O15488,236787.625,0,783573.8125,502707,619527.375,332113.5313,751369.9375
Q13501,1372555.625,375476.4688,391671.5313,568158.875,523127.2188,310216.6563,509991.4531
P69892,0,497284.9063,0,909157.9375,585175.6875,787745.375,554011.4375
Q14517,985601.5,620235.5625,333648.1875,514711.1875,0,319412.625,177218.1719
Q13425,830948,0,434215.0938,0,0,0,317415.25
P29353,521541.375,403479.8438,1023305.063,0,0,0,590578.875
Q9Y285,272388.5313,0,0,659459.1875,773351.5625,272663.4375,0
Q9Y4B6,0,0,1662805.375,859317,0,0,754789.1875
O14972,843463.25,336821.0313,493335.7813,415274.75,0,360908.5938,584976.0156
Q8IY21,785837.6875,0,214315.3281,330690.7813,1382221.438,0,0
P13674,342853.9375,411749.0625,0,675984.1875,0,0,0
Q9NRW7,0,327612.5313,0,262859.6563,254114.9844,847595.625,1199389.996
Q9NZB2,451097.875,730462.125,1144138.313,0,732625.0625,310691.0625,0
O60234,524409.9375,0,862274,511058.5,0,480616.7031,733443.5938
Q9P2A4,693301.5,0,0,506686.875,219900.4844,0,218567.7031
Q8IUE6,1189799.938,210909.4375,184130.2344,840242.3125,292772.6563,276158.5313,0
